id,date,state_name,state_code,power_station_name,sector,utility,mode_of_transport,capacity,daily_requirement,daily_receipt,daily_consumption,req_normative_stock,normative_stock_days,indigenous_stock,import_stock,total_stock,stock_days,plf_prcnt,actual_vs_normative_stock_prcnt,is_critical,remarks
350734,01-01-2025,Andhra Pradesh,28,Damodaram Sanjeevaiah Tps,State Sector,APGENCO,Rail-Sea,2400,31.63,12.8,17.4,759.1,24,48.6,0,48.6,,49,6,Critical,SCCL to ensure supply of coal as per subgroup plan.
350735,01-01-2025,Andhra Pradesh,28,Dr. N.Tata Rao Tps,State Sector,APGENCO,Rail,2560,46.95,26.9,30.7,1126.8,24,167.3,0,167.3,,65,15,Critical,Plant has regulated coal supply due to high rake detention time.
350736,01-01-2025,Andhra Pradesh,28,Painampuram Tpp,Pvt Sector,IPP,Rail-Sea,1320,16.64,0,13.2,399.4,24,46.1,92.6,138.7,,59,16,Critical,MCL and Railways to ensure supply as per subgroup plan.
350737,01-01-2025,Andhra Pradesh,28,Rayalaseema Tps,State Sector,APGENCO,Rail,1650,26.69,23,22,640.6,24,48.3,0,48.3,,63,8,Critical,SCCL to ensure supply of coal as per subgroup plan.
350738,01-01-2025,Andhra Pradesh,28,Sgpl Tpp,Pvt Sector,IPP,Rail-Sea,1320,16.08,26.7,16.9,385.8,24,149.5,248.9,398.4,,79,55,None,None
350739,01-01-2025,Andhra Pradesh,28,Simhadri,Central Sector,NTPC,Rail,2000,30.8,8.3,24.3,739.3,24,470.4,0,470.4,,54,64,None,None
350740,01-01-2025,Andhra Pradesh,28,Simhapuri Tps,Pvt Sector,IPP,Sea,600,6.47,0.1,2.7,155.4,24,0,415.4,415.4,,39,267,None,None
350741,01-01-2025,Andhra Pradesh,28,Thamminapatnam Tps,Pvt Sector,IPP,Sea,300,3.06,0,0,73.4,24,0,1,1,,0,1,Critical,Plant to build up stock through import
350742,01-01-2025,Andhra Pradesh,28,Vizag Tpp,Pvt Sector,IPP,Rail,1040,16.12,0,5.8,387,24,14.2,15.9,30.1,,28,5,Critical,MCL to ensure supply as per subgroup plant.
350743,01-01-2025,Assam,18,Bongaigaon Tpp,Central Sector,NTPC,Rail,750,9.55,11.6,5.4,229.1,24,195.8,0,195.8,,49,85,None,None
350744,01-01-2025,Bihar,10,Barauni Tps,Central Sector,NTPC,Rail,710,10.44,7.5,7.7,250.6,24,117.4,0,117.4,,64,47,None,None
350745,01-01-2025,Bihar,10,Barh  Stps,Central Sector,NTPC,Rail,2640,37.21,46.7,24,893.1,24,488.4,0,488.4,,60,55,None,None
350746,01-01-2025,Bihar,10,Kahalgaon Tps,Central Sector,NTPC,Pithead,2340,36.76,38.6,36.9,588.1,16,592,0,592,,78,101,None,None
350747,01-01-2025,Bihar,10,Muzaffarpur Tps,Joint Venture,NTPC-JV,Rail,390,5.5,4,4.6,131.9,24,105.2,0,105.2,,76,80,None,None
350748,01-01-2025,Bihar,10,Nabi Nagar Stpp,Joint Venture,NTPC-JV,Rail,1980,24.76,11.5,17.1,594.2,24,607.1,0,607.1,,52,102,None,None
350749,01-01-2025,Bihar,10,Nabi Nagar Tpp,Joint Venture,NTPC-JV,Rail,1000,14.91,15.6,12.7,357.9,24,309.1,0,309.1,,75,86,None,None
350750,01-01-2025,Chhattisgarh,22,Adani Power Limited Raigarh Tpp,Pvt Sector,IPP,Rail,600,9.33,11.3,10,223.8,24,182.8,0,182.8,,99,82,None,None
350751,01-01-2025,Chhattisgarh,22,Adani Power Limited Raipur Tpp,Pvt Sector,IPP,Rail,1370,18.53,12.1,22.2,444.7,24,165.9,0,165.9,,89,37,None,None
350752,01-01-2025,Chhattisgarh,22,Akaltara Tps,Pvt Sector,IPP,Rail,1800,23.87,27.4,20.2,572.8,24,449.5,0,449.5,,72,78,None,None
350753,01-01-2025,Chhattisgarh,22,Balco Tps,Pvt Sector,IPP,Rail,600,9.03,7,7,216.8,24,35.2,0,35.2,,68,16,Critical,SECL to ensure supply as per subgroup plan.
350754,01-01-2025,Chhattisgarh,22,Bandakhar Tpp,Pvt Sector,IPP,Road,300,4.52,4.9,4.4,108.5,24,114.4,0,114.4,,90,105,None,None
350755,01-01-2025,Chhattisgarh,22,Baradarha Tps,Pvt Sector,IPP,Rail,1200,17.31,17.5,18.6,415.4,24,438.9,0,438.9,,93,106,None,None
350756,01-01-2025,Chhattisgarh,22,Bhilai Tps,Joint Venture,NTPC-JV,Rail,500,7.42,3.8,6.4,178,24,254.9,0,254.9,,75,143,None,None
350757,01-01-2025,Chhattisgarh,22,Binjkote Tpp,Pvt Sector,IPP,Rail,600,9.2,6.8,9.4,220.9,24,154.9,0,154.9,,90,70,None,None
350758,01-01-2025,Chhattisgarh,22,Chakabura Tpp,Pvt Sector,IPP,Road,30,1.98,0,1.5,47.5,24,7.5,0,7.5,,90,16,Critical,Plant based on washery rejects
350759,01-01-2025,Chhattisgarh,22,Dspm Tps,State Sector,CSPGCL,Rail,500,7.48,3.8,8.5,179.4,24,237.6,0,237.6,,87,132,None,None
350760,01-01-2025,Chhattisgarh,22,Kasaipalli Tpp,Pvt Sector,IPP,Road,270,6.33,3.3,2.8,152,24,17.4,0,17.4,,44,11,Critical,Plant based on washery rejects
350761,01-01-2025,Chhattisgarh,22,Katghora Tpp,Pvt Sector,IPP,Road,35,0.71,0,0,17.1,24,0,0,0,,0,0,Critical,Plant based on washery rejects
350762,01-01-2025,Chhattisgarh,22,Korba Stps,Central Sector,NTPC,Pithead,2600,35.8,36.6,37,572.8,16,470.8,0,470.8,,98,82,None,None
350763,01-01-2025,Chhattisgarh,22,Korba-West Tps,State Sector,CSPGCL,Pithead,1340,19.9,19.3,16.4,318.4,16,64.9,0,64.9,,68,20,Critical,SECL to ensure supply as per subgroup plan.
350764,01-01-2025,Chhattisgarh,22,Lara Tpp,Central Sector,NTPC,Pithead,1600,23.44,21.7,23.5,375,16,418.8,0,418.8,,98,112,None,None
350765,01-01-2025,Chhattisgarh,22,Marwa Tps,State Sector,CSPGCL,Rail,1000,14.81,19,8.4,355.4,24,144.9,0,144.9,,45,41,None,None
350766,01-01-2025,Chhattisgarh,22,Nawapara Tpp,Pvt Sector,IPP,Road,600,8.92,9.8,8.5,214.2,24,213.4,0,213.4,,84,100,None,None
350767,01-01-2025,Chhattisgarh,22,Op Jindal Tps,Pvt Sector,IPP,Road,1000,15.3,13.8,18,367.2,24,440.6,0,440.6,,94,120,None,None
350768,01-01-2025,Chhattisgarh,22,Pathadi Tpp,Pvt Sector,IPP,Rail,600,8.7,2.4,9.7,208.9,24,180.7,0,180.7,,89,87,None,None
350769,01-01-2025,Chhattisgarh,22,Ratija Tps,Pvt Sector,IPP,Road,100,2.72,1,2.5,65.3,24,19.8,0,19.8,,72,30,None,None
350770,01-01-2025,Chhattisgarh,22,Salora Tpp,Pvt Sector,IPP,Rail,135,1.85,0,0,44.3,24,0,0,0,,0,0,None,not in operation
350771,01-01-2025,Chhattisgarh,22,Sipat Stps,Central Sector,NTPC,Pithead,2980,39.7,52.6,45.2,635.2,16,399.1,0,399.1,,87,63,None,None
350772,01-01-2025,Chhattisgarh,22,Svpl Tpp,Pvt Sector,IPP,Road,63,0.94,2.2,2,22.5,24,30.7,0,30.7,,83,137,None,None
350773,01-01-2025,Chhattisgarh,22,Swastik Korba Tpp,Pvt Sector,IPP,Road,25,0.51,0,0,12.2,24,0,0,0,,0,0,Critical,Plant based on washery rejects
350774,01-01-2025,Chhattisgarh,22,Tamnar Tpp,Pvt Sector,IPP,Road,2400,36.72,32.5,42.3,881.3,24,268.2,1.7,269.9,,97,31,None,None
350775,01-01-2025,Chhattisgarh,22,Uchpinda Tpp,Pvt Sector,IPP,Rail,1440,22.36,10.6,12.6,536.5,24,716.5,0,716.5,,52,134,None,None
350776,01-01-2025,Gujarat,24,Adani Power Limited Mundra Tpp - I & Ii,Pvt Sector,IPP,Sea,2640,29.03,26.4,24.8,696.7,24,0,132.4,132.4,,76,19,Critical,Plant to build up stock through import
350777,01-01-2025,Gujarat,24,Adani Power Limited Mundra Tpp - Iii,Pvt Sector,IPP,Sea,1980,22.82,21.7,18.6,547.7,24,0,156.5,156.5,,74,28,None,None
350778,01-01-2025,Gujarat,24,Gandhi Nagar Tps,State Sector,GSECL,Rail,630,9.14,0,2.7,219.3,24,266.4,5.8,272.2,,26,124,None,None
350779,01-01-2025,Gujarat,24,Mundra Umtpp,Pvt Sector,IPP,Sea,4000,34.27,0,32,822.5,24,0,384.3,384.3,,75,46,None,None
350780,01-01-2025,Gujarat,24,Sabarmati (D-F Stations),Pvt Sector,IPP,Rail,362,4.22,0,3.2,101.2,24,53,48.2,101.2,,58,75,None,None
350781,01-01-2025,Gujarat,24,Salaya Tpp,Pvt Sector,IPP,Sea,1200,11.82,0,7.2,283.8,24,0,222.6,222.6,,64,78,None,None
350782,01-01-2025,Gujarat,24,Sikka Rep. Tps,State Sector,GSECL,Sea,500,5.24,0,0,125.8,24,0,119.9,119.9,,0,95,None,None
350783,01-01-2025,Gujarat,24,Ukai Tps,State Sector,GSECL,Rail,1110,16.1,2.4,12.6,386.4,24,276.9,0,276.9,,68,72,None,None
350784,01-01-2025,Gujarat,24,Wanakbori Tps,State Sector,GSECL,Rail,2270,32.23,15.6,7.6,773.5,24,702,0,702,,18,91,None,None
350785,01-01-2025,Haryana,6,Indira Gandhi Stpp,Joint Venture,NTPC-JV,Rail,1500,20.72,11.9,12.2,497.2,24,608.6,0,608.6,,50,122,None,None
350786,01-01-2025,Haryana,6,Mahatma Gandhi Tps,Pvt Sector,IPP,Rail,1320,16.83,16,13.6,403.9,24,264.6,0,264.6,,71,66,None,None
350787,01-01-2025,Haryana,6,Panipat Tps,State Sector,HPGCL,Rail,710,10.65,4,7.1,255.5,24,295.1,0,295.1,,59,116,None,None
350788,01-01-2025,Haryana,6,Rajiv Gandhi Tps,State Sector,HPGCL,Rail,1200,18.68,0,7.3,448.3,24,503.6,0,503.6,,34,112,None,None
350789,01-01-2025,Haryana,6,Yamuna Nagar Tps,State Sector,HPGCL,Rail,600,9.2,8.1,0,220.9,24,394.9,0,394.9,,0,179,None,None
350790,01-01-2025,Jharkhand,20,Bokaro Tps `A` Exp,Central Sector,DVC,Rail,500,6.18,1.4,5.4,148.3,24,219.8,0,219.8,,72,148,None,None
350791,01-01-2025,Jharkhand,20,Chandrapura(Dvc) Tps,Central Sector,DVC,Rail,500,6.86,0,3.8,164.8,24,227.1,0,227.1,,40,138,None,None
350792,01-01-2025,Jharkhand,20,Jojobera Tps,Pvt Sector,IPP,Rail,240,3.35,0,1.6,80.4,24,172.9,0,172.9,,46,215,None,None
350793,01-01-2025,Jharkhand,20,Kodarma Tpp,Central Sector,DVC,Rail,1000,12.71,18.4,13,305,24,354.9,0,354.9,,77,116,None,None
350794,01-01-2025,Jharkhand,20,Mahadev Prasad Stpp,Pvt Sector,IPP,Rail,540,7.98,10.1,8.2,191.4,24,75.2,0,75.2,,86,39,None,None
350795,01-01-2025,Jharkhand,20,Maithon Rb Tpp,Pvt Sector,IPP,Rail,1050,12.59,9,5.9,302.3,24,524.6,0,524.6,,38,174,None,None
350796,01-01-2025,Jharkhand,20,North Karanpura Tpp,Central Sector,NTPC,Pithead,1320,18.9,5.2,23.3,302.5,16,250.9,0,250.9,,98,83,None,None
350797,01-01-2025,Jharkhand,20,Tenughat Tps,State Sector,TVNL,Rail,420,6.21,3.4,5.2,149.1,24,11.6,0,11.6,,63,8,Critical,CCL to ensure supply of coal as per subgroup plan.
350798,01-01-2025,Karnataka,29,Adani Power Limited Udupi Tpp,Pvt Sector,IPP,Sea,1200,11.29,0,8.1,270.8,24,0,44.1,44.1,,67,16,Critical,Plant to build up stock through import
350799,01-01-2025,Karnataka,29,Bellary Tps,State Sector,KPCL,Rail,1700,27.64,11.8,14.3,663.4,24,254,0,254,,41,38,None,None
350800,01-01-2025,Karnataka,29,Kudgi Stpp,Central Sector,NTPC,Rail,2400,32.46,23.6,24.4,779.1,24,535.4,0,535.4,,58,69,None,None
350801,01-01-2025,Karnataka,29,Raichur Tps,State Sector,KPCL,Rail,1720,30.32,11.8,16.9,727.6,24,446.7,0,446.7,,51,61,None,None
350802,01-01-2025,Karnataka,29,Torangallu Tps(Sbu-I),Pvt Sector,IPP,Sea,260,1.73,0.6,1.2,41.5,24,0,2,2,,91,4,Critical,Plant to build up stock through import
350803,01-01-2025,Karnataka,29,Torangallu Tps(Sbu-Ii),Pvt Sector,IPP,Sea,600,4.72,0.5,1.7,113.4,24,0,1.2,1.2,,31,1,Critical,Plant to build up stock through import
350804,01-01-2025,Karnataka,29,Yermarus Tpp,State Sector,KPCL,Rail,1600,22.03,11.9,7.2,528.8,24,171.6,17.5,189.1,,29,36,None,None
350805,01-01-2025,Madhya Pradesh,23,Amarkantak Ext Tps,State Sector,MPPGCL,Pithead,210,2.61,2.8,2.6,41.8,16,79,0,79,,92,189,None,None
350806,01-01-2025,Madhya Pradesh,23,Anuppur Tpp,Pvt Sector,IPP,Rail,1250,17.77,19.6,14.6,426.6,24,328.9,0,328.9,,76,77,None,None
350807,01-01-2025,Madhya Pradesh,23,Bina Tps,Pvt Sector,IPP,Rail,500,7.19,7.8,6.4,172.6,24,119.6,0,119.6,,72,69,None,None
350808,01-01-2025,Madhya Pradesh,23,Gadarwara Tpp,Central Sector,NTPC,Rail,1600,20.76,15.7,17.3,498.2,24,286.5,0,286.5,,68,58,None,None
350809,01-01-2025,Madhya Pradesh,23,Khargone Stpp,Central Sector,NTPC,Rail,1320,16.29,20.1,13.8,391,24,221.9,0,221.9,,64,57,None,None
350810,01-01-2025,Madhya Pradesh,23,Mahan Tpp,Pvt Sector,IPP,Rail,1200,15.42,1.2,4.3,370.1,24,289.3,0,289.3,,21,78,None,None
350811,01-01-2025,Madhya Pradesh,23,Nigri Tpp,Pvt Sector,IPP,Rail,1320,15.54,21.7,11.5,372.9,24,324.3,0,324.3,,68,87,None,None
350812,01-01-2025,Madhya Pradesh,23,Niwari Tpp,Pvt Sector,IPP,Road,90,1.51,1,0.6,36.3,24,80.1,0,80.1,,36,221,None,None
350813,01-01-2025,Madhya Pradesh,23,Sanjay Gandhi Tps,State Sector,MPPGCL,Rail,1340,18.78,14.8,14.2,450.7,24,178.3,0,178.3,,71,40,None,None
350814,01-01-2025,Madhya Pradesh,23,Sasan Umtpp,Pvt Sector,IPP,Pithead,3960,44.84,16.3,46.9,717.4,16,11.1,0,11.1,,84,2,Critical,Plant to augment coal supplies from its captive mines.
350815,01-01-2025,Madhya Pradesh,23,Satpura Tps,State Sector,MPPGCL,Rail,1330,6.48,9.2,3.3,155.6,24,154.5,0,154.5,,14,99,None,None
350816,01-01-2025,Madhya Pradesh,23,Seioni Tpp,Joint Venture,NTPC-JV,Rail,600,10.09,8,9,242.1,24,182.8,0,182.8,,70,76,None,None
350817,01-01-2025,Madhya Pradesh,23,Seioni Tpp,Pvt Sector,IPP,Rail,600,10.09,8,9,242.1,24,182.8,0,182.8,,70,76,None,None
350818,01-01-2025,Madhya Pradesh,23,Shree Singaji Tpp,State Sector,MPPGCL,Rail,2520,36.04,19.4,29.4,864.9,24,358.5,0,358.5,,73,41,None,None
350819,01-01-2025,Madhya Pradesh,23,Vindhyachal Stps,Central Sector,NTPC,Pithead,4760,60.69,66.2,62.1,971,16,1182.5,0,1182.5,,84,122,None,None
350820,01-01-2025,Maharashtra,27,Adani Power Limited Tiroda Tpp,Pvt Sector,IPP,Rail,3300,43.56,42.9,37.5,1045.3,24,343.1,0,343.1,,77,33,None,None
350821,01-01-2025,Maharashtra,27,Amravati Tps,Pvt Sector,IPP,Rail,1350,18.29,17,15.8,438.9,24,226.2,0,226.2,,78,52,None,None
350822,01-01-2025,Maharashtra,27,Bela Tps,Pvt Sector,IPP,Rail,270,3.85,4.3,3.8,92.4,24,101.9,0,101.9,,89,110,None,None
350823,01-01-2025,Maharashtra,27,Bhusawal Tps,State Sector,MAHAGENCO,Rail,1210,19.97,21.1,15.2,479.3,24,397.7,303.2,700.9,,61,119,None,None
350824,01-01-2025,Maharashtra,27,Butibori Tpp,Pvt Sector,IPP,Rail,600,8.2,0,0,196.8,24,0,0,0,,0,0,None,not in operation
350825,01-01-2025,Maharashtra,27,Chandrapur(Maharashtra) Stps,State Sector,MAHAGENCO,Rail,2920,47.24,43.2,35.8,1133.7,24,408.3,44.8,453.1,,60,40,None,None
350826,01-01-2025,Maharashtra,27,Dahanu Tps,Pvt Sector,IPP,Rail,500,6.79,7.7,4.9,163,24,70.9,0,70.9,,62,43,None,None
350827,01-01-2025,Maharashtra,27,Dhariwal Tpp,Pvt Sector,IPP,Rail,600,8.26,5,7.7,198.3,24,193.8,0,193.8,,80,98,None,None
350828,01-01-2025,Maharashtra,27,Gepl Tpp Ph-I,Pvt Sector,IPP,Road,120,2.45,0,0,58.8,24,0,0,0,,0,0,Critical,Plant based on washery rejects
350829,01-01-2025,Maharashtra,27,Gmr Warora Tps,Pvt Sector,IPP,Rail,600,7.92,9.6,8.3,190.1,24,113.1,0,113.1,,86,60,None,None
350830,01-01-2025,Maharashtra,27,Jsw Ratnagiri Tpp,Pvt Sector,IPP,Sea,300,2.51,0,2.1,60.2,24,0,40.4,40.4,,75,67,None,None
350831,01-01-2025,Maharashtra,27,Khaparkheda Tps,State Sector,MAHAGENCO,Rail,1340,23.04,13.8,17.8,553.1,24,164.4,96.4,260.8,,66,42,None,None
350832,01-01-2025,Maharashtra,27,Koradi Tps,State Sector,MAHAGENCO,Rail,2190,32.97,26.4,20.7,791.3,24,317.3,0,317.3,,60,40,None,None
350833,01-01-2025,Maharashtra,27,Mauda Tps,Central Sector,NTPC,Rail,2320,32.85,27.1,28.6,788.3,24,450.1,0,450.1,,68,57,None,None
350834,01-01-2025,Maharashtra,27,Mihan Tps,Pvt Sector,IPP,Rail,246,3.36,0,0,80.7,24,0,0,0,,0,0,None,not in operation
350835,01-01-2025,Maharashtra,27,Nasik (P) Tps,Pvt Sector,IPP,Rail,1350,18.45,0,0,442.8,24,0,0,0,,0,0,None,not in operation
350836,01-01-2025,Maharashtra,27,Nasik Tps,State Sector,MAHAGENCO,Rail,630,12.12,5.5,7.6,290.9,24,126.9,112.9,239.7,,58,62,None,None
350837,01-01-2025,Maharashtra,27,Paras Tps,State Sector,MAHAGENCO,Rail,500,7.74,9,3.1,185.8,24,108.5,0,108.5,,35,58,None,None
350838,01-01-2025,Maharashtra,27,Parli Tps,State Sector,MAHAGENCO,Rail,750,11.06,9.9,9.2,265.5,24,144.8,0,144.8,,60,55,None,None
350839,01-01-2025,Maharashtra,27,Shirpur Tpp,Pvt Sector,IPP,Rail,300,2.39,0.9,1.8,57.4,24,22.8,5.6,28.4,,33,49,None,None
350840,01-01-2025,Maharashtra,27,Solapur Stps,Central Sector,NTPC,Rail,1320,17.5,16.1,13.7,420.1,24,146.3,0,146.3,,63,35,None,None
350841,01-01-2025,Maharashtra,27,Trombay Tps,Pvt Sector,IPP,Sea,750,9.39,0,2.4,225.5,24,0,167.2,167.2,,22,74,None,None
350842,01-01-2025,Maharashtra,27,Wardha Warora Tpp,Pvt Sector,IPP,Road,540,7.03,5.4,7,168.7,24,234.9,0,234.9,,89,139,None,None
350843,01-01-2025,Odisha,21,Darlipali Stps,Central Sector,NTPC,Pithead,1600,24.68,21.7,24.3,394.8,16,335.2,0,335.2,,86,85,None,None
350844,01-01-2025,Odisha,21,Derang Tpp,Pvt Sector,IPP,Road,1200,17.58,15.3,19.8,421.8,24,764.5,0,764.5,,98,181,None,None
350845,01-01-2025,Odisha,21,Ib Valley Tps,State Sector,OPGCL,Pithead,1740,26.2,27.7,31.7,419.1,16,271.8,0,271.8,,94,65,None,None
350846,01-01-2025,Odisha,21,Kamalanga Tps,Pvt Sector,IPP,Rail,1050,15.64,14.1,17.4,375.3,24,352,0,352,,93,94,None,None
350847,01-01-2025,Odisha,21,Talcher Stps,Central Sector,NTPC,Pithead,3000,44.74,50.3,47.1,715.8,16,287,0,287,,88,40,None,None
350848,01-01-2025,Odisha,21,Utkal Tpp (Ind Barath),Pvt Sector,IPP,Rail,350,4.78,0,2.3,114.8,24,21.7,0,21.7,,29,19,Critical,Plant having no linkage.
350849,01-01-2025,Odisha,21,Vedanta Tpp,Pvt Sector,IPP,Rail,600,9.52,0,0,228.5,24,41.2,0,41.2,,0,18,Critical,MCL to ensure supply of coal as per subgroup plan.
350850,01-01-2025,Punjab,3,Gh Tps (Leh.Moh.),State Sector,PSPCL,Rail,920,11.92,16,6,286,24,424.2,0,424.2,,64,148,None,None
350851,01-01-2025,Punjab,3,Goindwal Sahib Tpp,Pvt Sector,IPP,Rail,540,7.69,0,3.5,184.5,24,257.2,0,257.2,,39,139,None,None
350852,01-01-2025,Punjab,3,Rajpura Tpp,Pvt Sector,IPP,Rail,1400,16.65,40.5,14,399.6,24,536.6,0,536.6,,75,134,None,None
350853,01-01-2025,Punjab,3,Ropar Tps,State Sector,PSPCL,Rail,840,12.01,4.1,7.5,288.3,24,550.7,0,550.7,,59,191,None,None
350854,01-01-2025,Punjab,3,Talwandi Sabo Tpp,Pvt Sector,IPP,Rail,1980,28.11,12.1,10.2,674.7,24,193.4,0,193.4,,41,29,None,None
350855,01-01-2025,Rajasthan,8,Adani Power Limited Kawai Tpp,Pvt Sector,IPP,Rail,1320,15.73,8,13.7,377.4,24,159.1,126.1,285.2,,77,60,None,None
350856,01-01-2025,Rajasthan,8,Chhabra-I Ph-1 Tpp,State Sector,RRVUNL,Rail,500,7.62,3.8,6.7,182.9,24,102.7,0,102.7,,81,56,None,None
350857,01-01-2025,Rajasthan,8,Chhabra-I Ph-2 Tpp,State Sector,RRVUNL,Rail,500,6.81,3.8,6.8,163.5,24,76.3,0,76.3,,79,47,None,None
350858,01-01-2025,Rajasthan,8,Chhabra-Ii Tpp,State Sector,RRVUNL,Rail,1320,16.61,23.6,14.6,398.7,24,203,0,203,,73,51,None,None
350859,01-01-2025,Rajasthan,8,Kalisindh Tps,State Sector,RRVUNL,Rail,1200,15.57,7.7,14.2,373.7,24,206.2,0,206.2,,78,55,None,None
350860,01-01-2025,Rajasthan,8,Kota Tps,State Sector,RRVUNL,Rail,1240,18.09,12,17.1,434.1,24,363.9,0,363.9,,72,84,None,None
350861,01-01-2025,Rajasthan,8,Shree Cement Ltd Tps,Pvt Sector,IPP,Sea,300,3.06,1,1,73.4,24,0,0,0,,32,0,Critical,Plant to build up stock through import
350862,01-01-2025,Rajasthan,8,Suratgarh Stps,State Sector,RRVUNL,Rail,1320,17.18,19.7,7,412.3,24,204.4,0,204.4,,36,50,None,None
350863,01-01-2025,Rajasthan,8,Suratgarh Tps,State Sector,RRVUNL,Rail,1500,21.82,11.5,8.1,523.6,24,455.9,0,455.9,,28,87,None,None
350864,01-01-2025,Tamil Nadu,33,Itpcl Tpp,Pvt Sector,IPP,Sea,1200,13.66,0,6.4,327.8,24,0,370,370,,37,112,None,None
350865,01-01-2025,Tamil Nadu,33,Mettur Tps,State Sector,TANGEDCO,Rail-Sea-Rail,840,14.19,12.7,7,340.5,24,218.1,0,218.1,,39,64,None,None
350866,01-01-2025,Tamil Nadu,33,Mettur Tps - Ii,State Sector,TANGEDCO,Rail-Sea-Rail,600,9.79,8.9,7.9,235,24,234.7,0,234.7,,66,100,None,None
350867,01-01-2025,Tamil Nadu,33,Muthiara Tpp,Pvt Sector,IPP,Sea,1200,15.35,0,11.5,368.4,24,0,131.1,131.1,,52,35,None,None
350868,01-01-2025,Tamil Nadu,33,North Chennai Tps,State Sector,TANGEDCO,Rail-Sea,1830,36.03,15.3,9.7,864.6,24,514.7,67.5,582.1,,23,67,None,None
350869,01-01-2025,Tamil Nadu,33,Ntpl Tuticorin  Tpp,Joint Venture,IPP,Rail-Sea,1000,16.18,0,5.9,388.3,24,320.6,103.2,423.8,,32,109,None,None
350870,01-01-2025,Tamil Nadu,33,Ntpl Tuticorin  Tpp,Joint Venture,NLC-TN JV,Rail-Sea,1000,16.18,0,5.9,388.3,24,320.6,103.2,423.8,,32,109,None,None
350871,01-01-2025,Tamil Nadu,33,Opg Power Generation Private Limited,Pvt Sector,IPP,Sea,414,4.22,1.6,2.9,101.3,24,8.4,77.8,86.2,,35,85,None,None
350872,01-01-2025,Tamil Nadu,33,Tuticorin (P) Tpp,Pvt Sector,IPP,Rail,300,4.1,0,0,98.4,24,0,0,0,,0,0,None,not in operation
350873,01-01-2025,Tamil Nadu,33,Tuticorin Tpp St-Iv,Pvt Sector,IPP,Sea,525,5.48,11.4,5.1,131.6,24,0,16.5,16.5,,70,12,Critical,Plant to build up stock through import
350874,01-01-2025,Tamil Nadu,33,Tuticorin Tps,State Sector,TANGEDCO,Rail-Sea,1050,19.13,18.2,7.6,459.1,24,364.1,0,364.1,,30,79,None,None
350875,01-01-2025,Tamil Nadu,33,Vallur Tpp,Joint Venture,NTPC-JV,Rail-Sea,1500,22.28,23.2,21.5,534.6,24,154.6,0,154.6,,72,29,None,None
350876,01-01-2025,Telangana,36,Bhadradri Tpp,State Sector,TSGENCO,Road,1080,16.66,7,9.8,399.7,24,240.5,0,240.5,,58,60,None,None
350877,01-01-2025,Telangana,36,Kakatiya Tps,State Sector,TSGENCO,Road,1100,13.17,4.9,4.8,316.1,24,424.5,0,424.5,,33,134,None,None
350878,01-01-2025,Telangana,36,Kothagudem Tps (New),State Sector,TSGENCO,Rail,1000,14.32,19.5,14.1,343.7,24,356.6,0,356.6,,66,104,None,None
350879,01-01-2025,Telangana,36,Kothagudem Tps (Stage-7),State Sector,TSGENCO,Rail,800,8.23,7.5,7.7,197.4,24,134.1,0,134.1,,69,68,None,None
350880,01-01-2025,Telangana,36,Ramagundem Stps,Central Sector,NTPC,Pithead,2600,36.07,34.9,30.8,577.1,16,715,0,715,,66,124,None,None
350881,01-01-2025,Telangana,36,Ramagundem-B Tps,State Sector,TSGENCO,Road,62,1.11,0,0,26.7,24,3.7,0,3.7,,0,14,Critical,SCCL to ensure suuply as per subgroup plan.
350882,01-01-2025,Telangana,36,Singareni Tpp,State Sector,TSGENCO,Rail,1200,14.96,3.8,13.5,359,24,336.5,0,336.5,,73,94,None,None
350883,01-01-2025,Telangana,36,Telangana Stpp Ph-1,Central Sector,NTPC,Rail,1600,24.45,22.4,16.8,586.7,24,428.3,0,428.3,,68,73,None,None
350884,01-01-2025,Uttar Pradesh,9,Anpara C Tps,Pvt Sector,IPP,Pithead,1200,15.42,12.8,16.9,246.8,16,235,0,235,,85,95,None,None
350885,01-01-2025,Uttar Pradesh,9,Anpara Tps,State Sector,UPRVUNL,Pithead,2630,36.91,25.7,24.8,590.6,16,877.1,0,877.1,,54,149,None,None
350886,01-01-2025,Uttar Pradesh,9,Barkhera Tps,Pvt Sector,IPP,Rail,90,1.52,0,1,36.5,24,45.2,0,45.2,,55,124,None,None
350887,01-01-2025,Uttar Pradesh,9,Dadri (Nctpp),Central Sector,NTPC,Rail,1820,25.95,34.5,18.7,622.9,24,358.9,5.8,364.7,,62,59,None,None
350888,01-01-2025,Uttar Pradesh,9,Harduaganj Tps,State Sector,UPRVUNL,Rail,1265,19.12,0,11,458.9,24,469.5,0,469.5,,53,102,None,None
350889,01-01-2025,Uttar Pradesh,9,Jawaharpur Stpp,State Sector,UPRVUNL,Rail,660,9.02,0,0,216.5,24,158.5,0,158.5,,0,73,None,None
350890,01-01-2025,Uttar Pradesh,9,Khambarkhera Tps,Pvt Sector,IPP,Rail,90,1.54,0,1,37,24,31.9,0,31.9,,56,86,None,None
350891,01-01-2025,Uttar Pradesh,9,Kundarki Tps,Pvt Sector,IPP,Rail,90,1.55,2.8,0.9,37.1,24,45,0,45,,56,121,None,None
