id,date,state_name,state_code,power_station_name,sector,utility,mode_of_transport,capacity,daily_requirement,daily_receipt,daily_consumption,req_normative_stock,normative_stock_days,indigenous_stock,import_stock,total_stock,stock_days,plf_prcnt,actual_vs_normative_stock_prcnt,is_critical,remarks
359164,16-02-2025,Uttar Pradesh,9,Rosa Tpp Ph-I,Pvt Sector,IPP,Rail,1200,15.1,12.5,12.2,392.7,26,414.3,0,414.3,,68,106,None,None
359165,16-02-2025,Uttar Pradesh,9,Singrauli Stps,Central Sector,NTPC,Pithead,2000,25.62,31.1,28.8,435.6,17,624,0,624,,91,143,None,None
359166,16-02-2025,Uttar Pradesh,9,Tanda Tps,Central Sector,NTPC,Rail,1760,23.45,31.9,22.4,609.6,26,477.1,0,477.1,,79,78,None,None
359167,16-02-2025,Uttar Pradesh,9,Unchahar Tps,Central Sector,NTPC,Rail,1550,20.43,27.7,17.1,531.1,26,348.3,0,348.3,,68,66,None,None
359168,16-02-2025,Uttar Pradesh,9,Utraula Tps,Pvt Sector,IPP,Rail,90,1.55,3.1,1,40.2,26,26.9,0,26.9,,62,67,None,None
359169,16-02-2025,West Bengal,19,Bakreswar Tps,State Sector,WBPDCL,Rail,1050,13.6,7,15,353.6,26,72.4,0,72.4,,101,20,Critical,Plant to augment coal supplies from its captive mines.
359170,16-02-2025,West Bengal,19,Bandel Tps,State Sector,WBPDCL,Rail,270,3.99,4,4,103.8,26,27.7,0,27.7,,97,27,None,None
359171,16-02-2025,West Bengal,19,Budge Budge Tps,Pvt Sector,IPP,Rail,750,9.44,7,8.1,245.4,26,146.7,0,146.7,,83,60,None,None
359172,16-02-2025,West Bengal,19,D.P.L. Tps,State Sector,WBPDCL,Rail,550,7.52,11,9.7,195.5,26,23.3,0,23.3,,86,12,Critical,ECL and BCCL to ensure supply as per subgroup plan.
359173,16-02-2025,West Bengal,19,Dishergarh Tpp,Pvt Sector,IPP,Rail,12,0.26,0,0,6.7,26,8.1,0,8.1,,0,122,None,None
359174,16-02-2025,West Bengal,19,Durgapur Steel Tps,Central Sector,DVC,Rail,1000,12.53,14.3,10.2,325.7,26,309.5,0,309.5,,76,95,None,None
359175,16-02-2025,West Bengal,19,Farakka Stps,Central Sector,NTPC,Pithead,2100,26.95,38,26,458.1,17,645.4,0,645.4,,85,141,None,None
359176,16-02-2025,West Bengal,19,Haldia Tpp,Pvt Sector,IPP,Rail,600,8.35,7.6,9.3,217,26,142.2,0,142.2,,95,66,None,None
359177,16-02-2025,West Bengal,19,Hiranmaye Tpp,Pvt Sector,IPP,Rail,300,4.99,0.6,4.7,129.7,26,19.6,0,19.6,,77,15,Critical,MCL to ensure supply of coal as per subgroup plan.
359178,16-02-2025,West Bengal,19,Kolaghat Tps,State Sector,WBPDCL,Rail,840,13.76,11.3,9.1,357.8,26,56.7,0,56.7,,80,16,Critical,Plant to augment coal supplies from its captive mines.
359179,16-02-2025,West Bengal,19,Mejia Tps,Central Sector,DVC,Rail,2340,32.46,24.4,25.7,844,26,497.7,0,497.7,,77,59,None,None
359180,16-02-2025,West Bengal,19,Raghunathpur Tpp,Central Sector,DVC,Rail,1200,15.59,14,14.2,405.4,26,318.8,0,318.8,,75,79,None,None
359181,16-02-2025,West Bengal,19,Sagardighi Tps,State Sector,WBPDCL,Rail,1600,21.87,28.7,14.9,568.6,26,193.4,0,193.4,,69,34,None,None
359182,16-02-2025,West Bengal,19,Santaldih Tps,State Sector,WBPDCL,Rail,500,6.92,13.4,7.9,179.8,26,22,0,22,,102,12,Critical,Plant to augment coal supplies from its captive mines.
359183,16-02-2025,West Bengal,19,Southern Repl. Tps,Pvt Sector,IPP,Rail,135,1.95,3.2,0,50.7,26,49.5,0,49.5,,0,98,None,None
359184,16-02-2025,West Bengal,19,Titagarh Tps,Pvt Sector,IPP,Rail,240,3.28,0,0,85.3,26,0,0,0,,0,0,None,not in operation
359185,17-02-2025,Andhra Pradesh,28,Damodaram Sanjeevaiah Tps,State Sector,APGENCO,Rail-Sea,2400,31.63,16.9,26.5,822.3,26,90,0,90,,75,11,Critical,SCCL to ensure supply of coal as per subgroup plan.
359186,17-02-2025,Andhra Pradesh,28,Dr. N.Tata Rao Tps,State Sector,APGENCO,Rail,2560,46.95,35.3,37,1220.7,26,260.7,0,260.7,,71,21,Critical,Plant has regulated coal supply due to high rake detention time.
359187,17-02-2025,Andhra Pradesh,28,Painampuram Tpp,Pvt Sector,IPP,Rail-Sea,1320,16.64,36.9,17,432.7,26,177.1,214.3,391.4,,68,58,None,None
359188,17-02-2025,Andhra Pradesh,28,Rayalaseema Tps,State Sector,APGENCO,Rail,1650,26.69,25.2,23.1,694,26,100.7,0,100.7,,72,15,Critical,SCCL to ensure supply of coal as per subgroup plan.
359189,17-02-2025,Andhra Pradesh,28,Sgpl Tpp,Pvt Sector,IPP,Rail-Sea,1320,16.08,0,17.4,418,26,221.7,235.9,457.6,,85,76,None,None
359190,17-02-2025,Andhra Pradesh,28,Simhadri,Central Sector,NTPC,Rail,2000,30.8,22.9,31.4,800.9,26,339.3,0,339.3,,81,42,None,None
359191,17-02-2025,Andhra Pradesh,28,Simhapuri Tps,Pvt Sector,IPP,Sea,600,6.47,0,3.8,168.3,26,0,378.2,378.2,,53,224,None,None
359192,17-02-2025,Andhra Pradesh,28,Thamminapatnam Tps,Pvt Sector,IPP,Sea,300,3.06,0,0,79.6,26,0,1,1,,49,1,Critical,Plant to build up stock through import
359193,17-02-2025,Andhra Pradesh,28,Vizag Tpp,Pvt Sector,IPP,Rail,1040,16.12,12.2,9,419.2,26,98.5,15.9,114.3,,44,27,None,None
359194,17-02-2025,Assam,18,Bongaigaon Tpp,Central Sector,NTPC,Rail,750,9.55,11.2,9.5,248.2,26,210,0,210,,84,85,None,None
359195,17-02-2025,Bihar,10,Barauni Tps,Central Sector,NTPC,Rail,710,10.44,7.8,7.7,271.5,26,189.1,0,189.1,,66,70,None,None
359196,17-02-2025,Bihar,10,Barh  Stps,Central Sector,NTPC,Rail,2640,37.21,49.7,38.1,967.6,26,978.5,0.1,978.6,,66,101,None,None
359197,17-02-2025,Bihar,10,Kahalgaon Tps,Central Sector,NTPC,Pithead,2340,36.76,39,41.4,624.9,17,743.9,0,743.9,,90,119,None,None
359198,17-02-2025,Bihar,10,Muzaffarpur Tps,Joint Venture,NTPC-JV,Rail,390,5.5,4,4.3,142.9,26,159.3,0,159.3,,88,111,None,None
359199,17-02-2025,Bihar,10,Nabi Nagar Stpp,Joint Venture,NTPC-JV,Rail,1980,24.76,22.5,24,643.8,26,1016.9,0,1016.9,,81,158,None,None
359200,17-02-2025,Bihar,10,Nabi Nagar Tpp,Joint Venture,NTPC-JV,Rail,1000,14.91,22.2,14.7,387.7,26,380.2,0,380.2,,91,98,None,None
359201,17-02-2025,Chhattisgarh,22,Adani Power Limited Raigarh Tpp,Pvt Sector,IPP,Rail,600,9.33,14.2,10.2,242.5,26,144.4,0,144.4,,100,60,None,None
359202,17-02-2025,Chhattisgarh,22,Adani Power Limited Raipur Tpp,Pvt Sector,IPP,Rail,1370,18.53,15.7,21.3,481.8,26,93.4,0,93.4,,98,19,Critical,Plant has no FSA.
359203,17-02-2025,Chhattisgarh,22,Akaltara Tps,Pvt Sector,IPP,Rail,1800,23.87,22.1,20.2,620.6,26,601.8,0,601.8,,75,97,None,None
359204,17-02-2025,Chhattisgarh,22,Balco Tps,Pvt Sector,IPP,Rail,600,9.03,8.9,7.5,234.9,26,58.2,0,58.2,,84,25,None,None
359205,17-02-2025,Chhattisgarh,22,Bandakhar Tpp,Pvt Sector,IPP,Road,300,4.52,3.8,4.1,117.6,26,138.8,0,138.8,,70,118,None,None
359206,17-02-2025,Chhattisgarh,22,Baradarha Tps,Pvt Sector,IPP,Rail,1200,17.31,10.4,17.4,450,26,481.2,0,481.2,,97,107,None,None
359207,17-02-2025,Chhattisgarh,22,Bhilai Tps,Joint Venture,NTPC-JV,Rail,500,7.42,3.4,7.9,192.8,26,151.8,0,151.8,,91,79,None,None
359208,17-02-2025,Chhattisgarh,22,Binjkote Tpp,Pvt Sector,IPP,Rail,600,9.2,9.7,10.6,239.3,26,155.7,0,155.7,,90,65,None,None
359209,17-02-2025,Chhattisgarh,22,Chakabura Tpp,Pvt Sector,IPP,Road,30,1.98,0.6,1.8,51.5,26,6.7,6.8,13.5,,64,19,Critical,Plant based on washery rejects
359210,17-02-2025,Chhattisgarh,22,Dspm Tps,State Sector,CSPGCL,Rail,500,7.48,11.5,7.9,194.4,26,195,0,195,,96,100,None,None
359211,17-02-2025,Chhattisgarh,22,Kasaipalli Tpp,Pvt Sector,IPP,Road,270,6.33,5.4,5.7,164.7,26,13.3,0,13.3,,85,8,Critical,Plant based on washery rejects
359212,17-02-2025,Chhattisgarh,22,Katghora Tpp,Pvt Sector,IPP,Road,35,0.71,0,0,18.6,26,0,0,0,,0,0,Critical,Plant based on washery rejects
359213,17-02-2025,Chhattisgarh,22,Korba Stps,Central Sector,NTPC,Pithead,2600,35.8,45,39.6,608.6,17,699.3,0,699.3,,98,115,None,None
359214,17-02-2025,Chhattisgarh,22,Korba-West Tps,State Sector,CSPGCL,Pithead,1340,19.9,23.5,19.8,338.3,17,169.3,0,169.3,,87,50,None,None
359215,17-02-2025,Chhattisgarh,22,Lara Tpp,Central Sector,NTPC,Pithead,1600,23.44,22.3,27.4,398.4,17,396.1,0,396.1,,99,99,None,None
359216,17-02-2025,Chhattisgarh,22,Marwa Tps,State Sector,CSPGCL,Rail,1000,14.81,14.8,15.6,385.1,26,587.9,0,587.9,,65,153,None,None
359217,17-02-2025,Chhattisgarh,22,Nawapara Tpp,Pvt Sector,IPP,Road,600,8.92,13,8.4,232,26,182.5,0,182.5,,85,79,None,None
359218,17-02-2025,Chhattisgarh,22,Op Jindal Tps,Pvt Sector,IPP,Road,1000,15.3,11.9,13.9,397.8,26,376.8,0,376.8,,77,95,None,None
359219,17-02-2025,Chhattisgarh,22,Pathadi Tpp,Pvt Sector,IPP,Rail,600,8.7,7.3,9.2,226.3,26,105.2,0,105.2,,99,46,None,None
359220,17-02-2025,Chhattisgarh,22,Ratija Tps,Pvt Sector,IPP,Road,100,2.72,1.8,1.5,70.7,26,7.5,0,7.5,,66,11,Critical,Plant based on washery rejects
359221,17-02-2025,Chhattisgarh,22,Salora Tpp,Pvt Sector,IPP,Rail,135,1.85,0,0,48,26,0,0,0,,0,0,None,not in operation
359222,17-02-2025,Chhattisgarh,22,Sipat Stps,Central Sector,NTPC,Pithead,2980,39.7,48.4,41.6,674.9,17,777.1,0,777.1,,98,115,None,None
359223,17-02-2025,Chhattisgarh,22,Svpl Tpp,Pvt Sector,IPP,Road,63,0.94,0.1,1.9,24.3,26,20.3,0,20.3,,86,83,None,None
359224,17-02-2025,Chhattisgarh,22,Swastik Korba Tpp,Pvt Sector,IPP,Road,25,0.51,0,0,13.3,26,0,0,0,,0,0,Critical,Plant based on washery rejects
359225,17-02-2025,Chhattisgarh,22,Tamnar Tpp,Pvt Sector,IPP,Road,2400,36.72,38.6,45.3,954.7,26,310.5,1.7,312.1,,96,33,None,None
359226,17-02-2025,Chhattisgarh,22,Uchpinda Tpp,Pvt Sector,IPP,Rail,1440,22.36,15.6,16.5,581.2,26,885.1,0,885.1,,62,152,None,None
359227,17-02-2025,Gujarat,24,Adani Power Limited Mundra Tpp - I & Ii,Pvt Sector,IPP,Sea,2640,29.03,32.1,25.1,754.7,26,0,30.5,30.5,,76,4,Critical,Plant to build up stock through import
359228,17-02-2025,Gujarat,24,Adani Power Limited Mundra Tpp - Iii,Pvt Sector,IPP,Sea,1980,22.82,23.8,18.9,593.4,26,0,109.2,109.2,,71,18,Critical,Plant to build up stock through import
359229,17-02-2025,Gujarat,24,Gandhi Nagar Tps,State Sector,GSECL,Rail,630,9.14,0,3,237.6,26,169.5,18,187.6,,22,79,None,None
359230,17-02-2025,Gujarat,24,Mundra Umtpp,Pvt Sector,IPP,Sea,4000,34.27,26,29,891.1,26,0,529.1,529.1,,81,59,None,None
359231,17-02-2025,Gujarat,24,Sabarmati (D-F Stations),Pvt Sector,IPP,Rail,362,4.22,7.6,3.2,109.6,26,54.2,72.2,126.4,,53,71,None,None
359232,17-02-2025,Gujarat,24,Salaya Tpp,Pvt Sector,IPP,Sea,1200,11.82,0,5,307.4,26,0,243,243,,69,79,None,None
359233,17-02-2025,Gujarat,24,Sikka Rep. Tps,State Sector,GSECL,Sea,500,5.24,0,2.1,136.3,26,0,91.7,91.7,,36,67,None,None
359234,17-02-2025,Gujarat,24,Ukai Tps,State Sector,GSECL,Rail,1110,16.1,16.9,12.3,418.6,26,240.1,0,240.1,,62,57,None,None
359235,17-02-2025,Gujarat,24,Wanakbori Tps,State Sector,GSECL,Rail,2270,32.23,15.9,16.6,838,26,719.9,0,719.9,,34,86,None,None
359236,17-02-2025,Haryana,6,Indira Gandhi Stpp,Joint Venture,NTPC-JV,Rail,1500,20.72,4.1,13.2,538.6,26,878,0,878,,48,163,None,None
359237,17-02-2025,Haryana,6,Mahatma Gandhi Tps,Pvt Sector,IPP,Rail,1320,16.83,4,14.9,437.6,26,546,0,546,,73,125,None,None
359238,17-02-2025,Haryana,6,Panipat Tps,State Sector,HPGCL,Rail,710,10.65,7.1,6.6,276.8,26,379.5,0,379.5,,58,137,None,None
359239,17-02-2025,Haryana,6,Rajiv Gandhi Tps,State Sector,HPGCL,Rail,1200,18.68,8.1,15.2,485.6,26,554,0,554,,51,114,None,None
359240,17-02-2025,Haryana,6,Yamuna Nagar Tps,State Sector,HPGCL,Rail,600,9.2,18.2,8.1,239.3,26,312.2,0,312.2,,79,130,None,None
359241,17-02-2025,Jharkhand,20,Bokaro Tps `A` Exp,Central Sector,DVC,Rail,500,6.18,3.5,5.7,160.7,26,191.9,0,191.9,,77,119,None,None
359242,17-02-2025,Jharkhand,20,Chandrapura(Dvc) Tps,Central Sector,DVC,Rail,500,6.86,3.9,6.8,178.5,26,215,0,215,,79,120,None,None
359243,17-02-2025,Jharkhand,20,Jojobera Tps,Pvt Sector,IPP,Rail,240,3.35,8,3,87.1,26,214.1,0,214.1,,77,246,None,None
359244,17-02-2025,Jharkhand,20,Kodarma Tpp,Central Sector,DVC,Rail,1000,12.71,13.9,14.1,330.4,26,478.8,0,478.8,,82,145,None,None
359245,17-02-2025,Jharkhand,20,Mahadev Prasad Stpp,Pvt Sector,IPP,Rail,540,7.98,10,8.7,207.4,26,72.4,0,72.4,,89,35,None,None
359246,17-02-2025,Jharkhand,20,Maithon Rb Tpp,Pvt Sector,IPP,Rail,1050,12.59,15.7,14.3,327.5,26,579.4,0,579.4,,82,177,None,None
359247,17-02-2025,Jharkhand,20,North Karanpura Tpp,Central Sector,NTPC,Pithead,1320,18.9,32.5,25.2,321.4,17,407.5,0,407.5,,90,127,None,None
359248,17-02-2025,Jharkhand,20,Tenughat Tps,State Sector,TVNL,Rail,420,6.21,3.6,6,161.5,26,157,0,157,,68,97,None,None
359249,17-02-2025,Karnataka,29,Adani Power Limited Udupi Tpp,Pvt Sector,IPP,Sea,1200,11.29,3.5,11.5,293.4,26,0,49.8,49.8,,77,16,Critical,Plant to build up stock through import
359250,17-02-2025,Karnataka,29,Bellary Tps,State Sector,KPCL,Rail,1700,27.64,7.8,7.4,718.6,26,150.8,0,150.8,,49,21,Critical,SCCL to ensure supply of coal as per subgroup plan.
359251,17-02-2025,Karnataka,29,Kudgi Stpp,Central Sector,NTPC,Rail,2400,32.46,24.4,27.2,844,26,453.7,0,453.7,,64,54,None,None
359252,17-02-2025,Karnataka,29,Raichur Tps,State Sector,KPCL,Rail,1720,30.32,23.8,17.5,788.2,26,391.1,0,391.1,,58,50,None,None
359253,17-02-2025,Karnataka,29,Torangallu Tps(Sbu-I),Pvt Sector,IPP,Sea,260,1.73,1.6,1.6,45,26,0,0.4,0.4,,93,0,Critical,Plant to build up stock through import
359254,17-02-2025,Karnataka,29,Torangallu Tps(Sbu-Ii),Pvt Sector,IPP,Sea,600,4.72,4.9,4.9,122.8,26,0,0.9,0.9,,78,0,Critical,Plant to build up stock through import
359255,17-02-2025,Karnataka,29,Yermarus Tpp,State Sector,KPCL,Rail,1600,22.03,8,17.5,572.8,26,197.9,0,197.9,,56,35,None,None
359256,17-02-2025,Madhya Pradesh,23,Amarkantak Ext Tps,State Sector,MPPGCL,Pithead,210,2.61,2.7,2.8,44.4,17,99.3,0,99.3,,100,224,None,None
359257,17-02-2025,Madhya Pradesh,23,Anuppur Tpp,Pvt Sector,IPP,Rail,1250,17.77,20.1,19.3,462.1,26,514.8,0,514.8,,86,111,None,None
359258,17-02-2025,Madhya Pradesh,23,Bina Tps,Pvt Sector,IPP,Rail,500,7.19,0,4.2,187,26,210.9,0,210.9,,48,113,None,None
359259,17-02-2025,Madhya Pradesh,23,Gadarwara Tpp,Central Sector,NTPC,Rail,1600,20.76,11.9,19.7,539.7,26,384.2,0,384.2,,78,71,None,None
359260,17-02-2025,Madhya Pradesh,23,Khargone Stpp,Central Sector,NTPC,Rail,1320,16.29,16.2,9.2,423.6,26,317.5,0,317.5,,71,75,None,None
359261,17-02-2025,Madhya Pradesh,23,Mahan Tpp,Pvt Sector,IPP,Rail,1200,15.42,20.1,17,401,26,198.8,0,198.8,,99,50,None,None
359262,17-02-2025,Madhya Pradesh,23,Nigri Tpp,Pvt Sector,IPP,Rail,1320,15.54,18.2,16.6,404,26,404.6,0,404.6,,99,100,None,None
359263,17-02-2025,Madhya Pradesh,23,Niwari Tpp,Pvt Sector,IPP,Road,90,1.51,0.9,1.7,39.3,26,69.8,0,69.8,,88,177,None,None
359264,17-02-2025,Madhya Pradesh,23,Sanjay Gandhi Tps,State Sector,MPPGCL,Rail,1340,18.78,19.5,16.2,488.3,26,262.1,0,262.1,,76,54,None,None
359265,17-02-2025,Madhya Pradesh,23,Sasan Umtpp,Pvt Sector,IPP,Pithead,3960,44.84,57,51.7,762.2,17,143.1,0,143.1,,84,19,Critical,Plant to augment coal supplies from its captive mines.
359266,17-02-2025,Madhya Pradesh,23,Satpura Tps,State Sector,MPPGCL,Rail,1330,6.48,6.9,7.8,168.6,26,179.9,0,179.9,,36,107,None,None
359267,17-02-2025,Madhya Pradesh,23,Seioni Tpp,Joint Venture,NTPC-JV,Rail,600,10.09,15.7,9.2,262.2,26,231.3,0,231.3,,67,88,None,None
359268,17-02-2025,Madhya Pradesh,23,Seioni Tpp,Pvt Sector,IPP,Rail,600,10.09,15.7,9.2,262.2,26,231.3,0,231.3,,67,88,None,None
359269,17-02-2025,Madhya Pradesh,23,Shree Singaji Tpp,State Sector,MPPGCL,Rail,2520,36.04,31.6,36.6,937,26,580.9,0,580.9,,71,62,None,None
359270,17-02-2025,Madhya Pradesh,23,Vindhyachal Stps,Central Sector,NTPC,Pithead,4760,60.69,60.1,71.4,1031.7,17,1302.4,0,1302.4,,92,126,None,None
359271,17-02-2025,Maharashtra,27,Adani Power Limited Tiroda Tpp,Pvt Sector,IPP,Rail,3300,43.56,31.3,41.3,1132.5,26,479.4,0,479.4,,83,42,None,None
359272,17-02-2025,Maharashtra,27,Amravati Tps,Pvt Sector,IPP,Rail,1350,18.29,24.9,18.5,475.5,26,255.7,0,255.7,,93,54,None,None
359273,17-02-2025,Maharashtra,27,Bela Tps,Pvt Sector,IPP,Rail,270,3.85,3.6,3.9,100.1,26,134.7,0,134.7,,59,135,None,None
359274,17-02-2025,Maharashtra,27,Bhusawal Tps,State Sector,MAHAGENCO,Rail,1210,19.97,24.6,25,519.2,26,303.2,360.6,663.8,,70,83,None,None
359275,17-02-2025,Maharashtra,27,Butibori Tpp,Pvt Sector,IPP,Rail,600,8.2,0,0,213.2,26,0,0,0,,0,0,None,not in operation
359276,17-02-2025,Maharashtra,27,Chandrapur(Maharashtra) Stps,State Sector,MAHAGENCO,Rail,2920,47.24,38.4,26.8,1228.2,26,985.8,58.2,1044,,45,85,None,None
359277,17-02-2025,Maharashtra,27,Dahanu Tps,Pvt Sector,IPP,Rail,500,6.79,3.9,7,176.6,26,154.2,0,154.2,,59,87,None,None
359278,17-02-2025,Maharashtra,27,Dhariwal Tpp,Pvt Sector,IPP,Rail,600,8.26,2.4,8.3,214.8,26,198.7,0,198.7,,90,92,None,None
359279,17-02-2025,Maharashtra,27,Gepl Tpp Ph-I,Pvt Sector,IPP,Road,120,2.45,0,0,63.6,26,0,0,0,,0,0,Critical,Plant based on washery rejects
359280,17-02-2025,Maharashtra,27,Gmr Warora Tps,Pvt Sector,IPP,Rail,600,7.92,9.4,8.2,205.9,26,73,0,73,,93,35,None,None
359281,17-02-2025,Maharashtra,27,Jsw Ratnagiri Tpp,Pvt Sector,IPP,Sea,300,2.51,0,2.7,65.2,26,0,48.1,48.1,,92,73,None,None
359282,17-02-2025,Maharashtra,27,Khaparkheda Tps,State Sector,MAHAGENCO,Rail,1340,23.04,20.2,20.6,599.2,26,165.1,66.4,231.5,,71,39,None,None
359283,17-02-2025,Maharashtra,27,Koradi Tps,State Sector,MAHAGENCO,Rail,2190,32.97,26.1,29.8,857.2,26,444.7,0,444.7,,79,52,None,None
359284,17-02-2025,Maharashtra,27,Mauda Tps,Central Sector,NTPC,Rail,2320,32.85,31.2,31.3,854,26,448.7,0,448.7,,81,53,None,None
359285,17-02-2025,Maharashtra,27,Mihan Tps,Pvt Sector,IPP,Rail,246,3.36,0,0,87.4,26,0,0,0,,0,0,None,not in operation
359286,17-02-2025,Maharashtra,27,Nasik (P) Tps,Pvt Sector,IPP,Rail,1350,18.45,0,0,479.7,26,0,0,0,,0,0,None,not in operation
359287,17-02-2025,Maharashtra,27,Nasik Tps,State Sector,MAHAGENCO,Rail,630,12.12,0,8.6,315.1,26,103.9,112.5,216.4,,50,47,None,None
359288,17-02-2025,Maharashtra,27,Paras Tps,State Sector,MAHAGENCO,Rail,500,7.74,1.4,7.2,201.3,26,115.5,0,115.5,,84,57,None,None
359289,17-02-2025,Maharashtra,27,Parli Tps,State Sector,MAHAGENCO,Rail,750,11.06,4,9.9,287.6,26,99.3,0,99.3,,63,35,None,None
359290,17-02-2025,Maharashtra,27,Shirpur Tpp,Pvt Sector,IPP,Rail,300,2.39,3.2,1.6,62.2,26,79.8,0.3,80.1,,31,129,None,None
359291,17-02-2025,Maharashtra,27,Solapur Stps,Central Sector,NTPC,Rail,1320,17.5,24.4,16.8,455.1,26,221.4,0,221.4,,67,49,None,None
359292,17-02-2025,Maharashtra,27,Trombay Tps,Pvt Sector,IPP,Sea,750,9.39,0,5.6,244.2,26,0,203.6,203.6,,42,83,None,None
359293,17-02-2025,Maharashtra,27,Wardha Warora Tpp,Pvt Sector,IPP,Road,540,7.03,10.4,6.9,182.7,26,296.3,0,296.3,,88,162,None,None
359294,17-02-2025,Odisha,21,Darlipali Stps,Central Sector,NTPC,Pithead,1600,24.68,30,28.1,419.5,17,295,0,295,,100,70,None,None
359295,17-02-2025,Odisha,21,Derang Tpp,Pvt Sector,IPP,Road,1200,17.58,28.4,19.7,457,26,919.2,0,919.2,,89,201,None,None
359296,17-02-2025,Odisha,21,Ib Valley Tps,State Sector,OPGCL,Pithead,1740,26.2,19.9,24.4,445.3,17,240.1,0,240.1,,85,54,None,None
359297,17-02-2025,Odisha,21,Kamalanga Tps,Pvt Sector,IPP,Rail,1050,15.64,17.4,18.1,406.6,26,379.5,0,379.5,,93,93,None,None
359298,17-02-2025,Odisha,21,Maadurga Thermal Power Company Ltd.,Pvt Sector,IPP,Rail,60,0,0.6,1.3,0,26,8.2,0,8.2,,78,0,Critical,Plant having no linkage.
359299,17-02-2025,Odisha,21,Talcher Stps,Central Sector,NTPC,Pithead,3000,44.74,52.1,41.4,760.5,17,412.1,0,412.1,,78,54,None,None
359300,17-02-2025,Odisha,21,Utkal Tpp (Ind Barath),Pvt Sector,IPP,Rail,350,4.78,7,5,124.4,26,223.7,0,223.7,,82,180,None,None
359301,17-02-2025,Odisha,21,Vedanta Tpp,Pvt Sector,IPP,Rail,600,9.52,0,0,247.6,26,41.2,0,41.2,,0,17,Critical,MCL to ensure supply of coal as per subgroup plan.
359302,17-02-2025,Punjab,3,Gh Tps (Leh.Moh.),State Sector,PSPCL,Rail,920,11.92,16.6,9,309.9,26,415.6,0,415.6,,63,134,None,None
359303,17-02-2025,Punjab,3,Goindwal Sahib Tpp,Pvt Sector,IPP,Rail,540,7.69,0,3.2,199.9,26,258.3,0,258.3,,36,129,None,None
359304,17-02-2025,Punjab,3,Rajpura Tpp,Pvt Sector,IPP,Rail,1400,16.65,8.2,0,432.9,26,377.4,0,377.4,,74,87,None,None
359305,17-02-2025,Punjab,3,Ropar Tps,State Sector,PSPCL,Rail,840,12.01,12.2,7.6,312.3,26,555.3,0,555.3,,59,178,None,None
359306,17-02-2025,Punjab,3,Talwandi Sabo Tpp,Pvt Sector,IPP,Rail,1980,28.11,35.6,19,730.9,26,154.7,0,154.7,,65,21,Critical,SECL to ensure supply as per subgroup plan.
359307,17-02-2025,Rajasthan,8,Adani Power Limited Kawai Tpp,Pvt Sector,IPP,Rail,1320,15.73,8,15.2,408.9,26,212.4,17.8,230.2,,85,56,None,None
359308,17-02-2025,Rajasthan,8,Chhabra-I Ph-1 Tpp,State Sector,RRVUNL,Rail,500,7.62,9.7,6.6,198.1,26,101.1,0,101.1,,83,51,None,None
359309,17-02-2025,Rajasthan,8,Chhabra-I Ph-2 Tpp,State Sector,RRVUNL,Rail,500,6.81,9.7,6.5,177.2,26,97.3,0,97.3,,84,55,None,None
359310,17-02-2025,Rajasthan,8,Chhabra-Ii Tpp,State Sector,RRVUNL,Rail,1320,16.61,19,16.2,432,26,287.7,0,287.7,,83,67,None,None
359311,17-02-2025,Rajasthan,8,Kalisindh Tps,State Sector,RRVUNL,Rail,1200,15.57,11.6,16.2,404.8,26,333,0,333,,84,82,None,None
359312,17-02-2025,Rajasthan,8,Kota Tps,State Sector,RRVUNL,Rail,1240,18.09,4.1,17.8,470.3,26,358.7,0,358.7,,89,76,None,None
359313,17-02-2025,Rajasthan,8,Shree Cement Ltd Tps,Pvt Sector,IPP,Sea,300,3.06,1.7,1.7,79.6,26,0,0,0,,62,0,Critical,Plant to build up stock through import
359314,17-02-2025,Rajasthan,8,Suratgarh Stps,State Sector,RRVUNL,Rail,1320,17.18,23.9,15.7,446.7,26,376.9,0,376.9,,78,84,None,None
359315,17-02-2025,Rajasthan,8,Suratgarh Tps,State Sector,RRVUNL,Rail,1500,21.82,11.8,16.8,567.3,26,357.1,0,357.1,,62,63,None,None
359316,17-02-2025,Tamil Nadu,33,Itpcl Tpp,Pvt Sector,IPP,Sea,1200,13.66,13.6,12.9,355.2,26,0,196.8,196.8,,73,55,None,None
359317,17-02-2025,Tamil Nadu,33,Mettur Tps,State Sector,TANGEDCO,Rail-Sea-Rail,840,14.19,10.9,11.3,368.9,26,188.8,0,188.8,,58,51,None,None
359318,17-02-2025,Tamil Nadu,33,Mettur Tps - Ii,State Sector,TANGEDCO,Rail-Sea-Rail,600,9.79,5,8.5,254.6,26,181.1,0,181.1,,64,71,None,None
359319,17-02-2025,Tamil Nadu,33,Muthiara Tpp,Pvt Sector,IPP,Sea,1200,15.35,15.9,10,399.1,26,0,137.7,137.7,,45,34,None,None
359320,17-02-2025,Tamil Nadu,33,North Chennai Tps,State Sector,TANGEDCO,Rail-Sea,1830,36.03,31.3,25.1,936.7,26,542.2,33.6,575.8,,47,61,None,None
359321,17-02-2025,Tamil Nadu,33,Ntpl Tuticorin  Tpp,Joint Venture,IPP,Rail-Sea,1000,16.18,19.7,11,420.6,26,285.5,78,363.5,,64,86,None,None
359322,17-02-2025,Tamil Nadu,33,Ntpl Tuticorin  Tpp,Joint Venture,NLC-TN JV,Rail-Sea,1000,16.18,19.7,11,420.6,26,285.5,78,363.5,,64,86,None,None
